Segment,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost
Consumer,San Francisco,California,Furniture,Chairs,717.72,3,0.2,71.772,645.948
Consumer,San Francisco,California,Office Supplies,Storage,236.5,10,0.0,68.585,167.91500000000002
Consumer,San Francisco,California,Furniture,Tables,170.352,3,0.2,19.1646,151.1874
Consumer,New York City,New York,Furniture,Chairs,145.764,2,0.1,3.2392,142.5248
Consumer,San Francisco,California,Technology,Accessories,107.97,3,0.0,22.6737,85.2963
Corporate,Houston,Texas,Technology,Accessories,143.96,5,0.2,1.7995,142.1605
Corporate,Houston,Texas,Technology,Copiers,2399.96,5,0.2,569.9905,1829.9695000000002
Corporate,Houston,Texas,Office Supplies,Paper,74.352,3,0.2,23.235,51.117000000000004
Corporate,Houston,Texas,Office Supplies,Appliances,87.168,8,0.8,-226.6368,313.8048
Corporate,Houston,Texas,Office Supplies,Storage,32.232,3,0.2,2.4174,29.8146
Corporate,Philadelphia,Pennsylvania,Office Supplies,Binders,2.202,2,0.7,-1.5414,3.7434000000000003
Corporate,Philadelphia,Pennsylvania,Office Supplies,Binders,9.396,3,0.7,-7.5168,16.9128
Consumer,Baltimore,Maryland,Technology,Phones,89.97,3,0.0,25.1916,64.7784
Corporate,Athens,Georgia,Office Supplies,Art,12.78,3,0.0,5.2398,7.5402
Consumer,Lancaster,Ohio,Technology,Accessories,40.0,2,0.2,0.5,39.5
Home Office,Los Angeles,California,Office Supplies,Binders,23.24,5,0.2,7.553,15.686999999999998
Consumer,Baltimore,Maryland,Furniture,Chairs,908.82,9,0.0,227.205,681.615
Home Office,Houston,Texas,Office Supplies,Supplies,5.552,2,0.2,-1.041,6.593
Home Office,Houston,Texas,Office Supplies,Art,8.016,3,0.2,1.002,7.014
Home Office,Houston,Texas,Furniture,Chairs,74.592,4,0.3,-2.1312,76.7232
Home Office,Houston,Texas,Furniture,Furnishings,16.784,2,0.6,-22.2388,39.022800000000004
Home Office,Houston,Texas,Office Supplies,Appliances,38.864,4,0.8,-99.1032,137.9672
Home Office,San Diego,California,Technology,Phones,203.976,3,0.2,25.497,178.47899999999998
Home Office,San Diego,California,Furniture,Tables,674.352,3,0.2,-8.4294,682.7814
Consumer,Hialeah,Florida,Office Supplies,Binders,5.388,4,0.7,-4.49,9.878
Consumer,Hialeah,Florida,Office Supplies,Art,30.976,8,0.2,5.0336,25.9424
Consumer,Atlanta,Georgia,Office Supplies,Storage,1350.12,6,0.0,175.5156,1174.6044
Consumer,Atlanta,Georgia,Office Supplies,Binders,15.92,4,0.0,7.4824,8.4376
Home Office,Seattle,Washington,Furniture,Furnishings,19.54,2,0.0,7.2298,12.310199999999998
Home Office,Los Angeles,California,Office Supplies,Art,21.4,5,0.0,6.206,15.193999999999999
Home Office,Los Angeles,California,Office Supplies,Labels,12.6,2,0.0,5.796,6.803999999999999
Home Office,New York City,New York,Office Supplies,Art,11.96,2,0.0,3.1096,8.8504
Home Office,New York City,New York,Technology,Phones,138.0,2,0.0,34.5,103.5
Consumer,Fort Lauderdale,Florida,Technology,Phones,116.76,1,0.2,14.595,102.165
Consumer,Fort Lauderdale,Florida,Furniture,Tables,331.023,7,0.45,-114.3534,445.3764
Corporate,Rochester,New York,Furniture,Furnishings,756.8,5,0.0,75.68,681.1199999999999
Home Office,Saint Charles,Illinois,Furniture,Furnishings,8.736,3,0.6,-4.8048,13.5408
Consumer,New York City,New York,Office Supplies,Art,6.08,2,0.0,2.0672,4.0128
Consumer,San Francisco,California,Furniture,Furnishings,17.46,2,0.0,5.9364,11.523600000000002
Consumer,San Francisco,California,Technology,Machines,369.16,11,0.2,32.3015,336.85850000000005
Corporate,Phoenix,Arizona,Office Supplies,Art,2.912,2,0.2,0.91,2.002
Corporate,Phoenix,Arizona,Office Supplies,Paper,20.736,4,0.2,7.2576,13.4784
Corporate,Phoenix,Arizona,Office Supplies,Paper,9.568,2,0.2,2.99,6.577999999999999
Corporate,Seattle,Washington,Office Supplies,Paper,30.18,3,0.0,13.8828,16.2972
Corporate,Seattle,Washington,Office Supplies,Binders,51.648,12,0.2,18.7224,32.9256
Corporate,Seattle,Washington,Office Supplies,Binders,11.232,3,0.2,3.9312,7.300799999999999
Consumer,Camarillo,California,Office Supplies,Labels,14.73,3,0.0,7.2177,7.512300000000001
Corporate,Detroit,Michigan,Office Supplies,Art,16.4,5,0.0,4.756,11.643999999999998
Corporate,Detroit,Michigan,Office Supplies,Paper,25.92,4,0.0,12.4416,13.478400000000002
Consumer,San Francisco,California,Office Supplies,Art,8.82,3,0.0,2.5578,6.2622
Consumer,San Francisco,California,Office Supplies,Binders,62.496,2,0.2,21.8736,40.6224
Consumer,San Francisco,California,Technology,Accessories,339.96,4,0.0,122.3856,217.57439999999997
Consumer,San Francisco,California,Office Supplies,Binders,49.568,2,0.2,17.3488,32.2192
Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,274.491,3,0.7,-228.7425,503.2335
Consumer,New York City,New York,Technology,Phones,137.94,3,0.0,35.8644,102.0756
Consumer,Chicago,Illinois,Technology,Accessories,40.68,3,0.2,-7.119,47.799
Consumer,San Francisco,California,Technology,Phones,110.376,3,0.2,12.4173,97.95870000000001
Consumer,San Francisco,California,Office Supplies,Appliances,151.62,7,0.0,50.0346,101.5854
Consumer,San Francisco,California,Furniture,Furnishings,30.8,4,0.0,10.164,20.636000000000003
Corporate,Philadelphia,Pennsylvania,Office Supplies,Paper,123.92,5,0.2,38.725,85.195
Corporate,Philadelphia,Pennsylvania,Technology,Accessories,1319.8,5,0.2,214.4675,1105.3325
Consumer,San Francisco,California,Office Supplies,Binders,89.712,6,0.2,30.2778,59.434200000000004
Consumer,San Francisco,California,Office Supplies,Paper,22.83,3,0.0,10.7301,12.099899999999998
Consumer,Fairfield,Connecticut,Office Supplies,Binders,30.88,2,0.0,15.44,15.44
Consumer,Fairfield,Connecticut,Office Supplies,Appliances,465.16,2,0.0,120.9416,344.21840000000003
Consumer,Fairfield,Connecticut,Office Supplies,Paper,27.12,4,0.0,12.4752,14.644800000000002
Consumer,New York City,New York,Furniture,Furnishings,113.6,8,0.0,44.304,69.29599999999999
Consumer,New York City,New York,Office Supplies,Paper,12.96,2,0.0,6.3504,6.609600000000001
Consumer,New York City,New York,Office Supplies,Binders,69.456,2,0.2,22.5732,46.8828
Consumer,Los Angeles,California,Office Supplies,Art,8.64,3,0.0,2.4192,6.2208000000000006
Corporate,Philadelphia,Pennsylvania,Technology,Machines,341.991,3,0.7,-319.1916,661.1826
Consumer,San Jose,California,Furniture,Furnishings,43.96,7,0.0,18.4632,25.4968
Consumer,San Jose,California,Office Supplies,Envelopes,39.76,7,0.0,18.6872,21.072799999999997
Consumer,Pasadena,California,Furniture,Furnishings,66.36,7,0.0,26.544,39.816
Consumer,Pasadena,California,Office Supplies,Binders,92.88,6,0.2,30.186,62.693999999999996
Consumer,Pasadena,California,Furniture,Furnishings,24.14,2,0.0,7.9662,16.1738
Consumer,Philadelphia,Pennsylvania,Furniture,Chairs,4416.174,9,0.3,-630.882,5047.056
Consumer,Los Angeles,California,Office Supplies,Art,49.56,7,0.0,18.8328,30.727200000000003
Consumer,Los Angeles,California,Office Supplies,Storage,354.9,5,0.0,17.745,337.155
Corporate,Columbus,Ohio,Office Supplies,Labels,15.12,3,0.2,4.914,10.206
Corporate,Columbus,Ohio,Furniture,Bookcases,302.45,5,0.5,-199.617,502.067
Corporate,Columbus,Ohio,Office Supplies,Storage,44.672,8,0.2,-10.0512,54.7232
Consumer,Los Angeles,California,Technology,Accessories,119.98,2,0.0,35.994,83.986
Consumer,Los Angeles,California,Technology,Accessories,989.97,3,0.0,395.988,593.982
Corporate,Hollywood,Florida,Office Supplies,Labels,9.216,4,0.2,3.3408,5.8751999999999995
Corporate,Roseville,Michigan,Office Supplies,Paper,68.52,3,0.0,31.5192,37.0008
Home Office,Superior,Wisconsin,Office Supplies,Appliances,364.74,3,0.0,109.422,255.318
Home Office,Superior,Wisconsin,Furniture,Furnishings,47.4,5,0.0,21.33,26.07
Home Office,Superior,Wisconsin,Office Supplies,Storage,49.76,4,0.0,13.9328,35.8272
Home Office,Superior,Wisconsin,Office Supplies,Art,5.56,2,0.0,1.4456,4.1144
Home Office,Superior,Wisconsin,Office Supplies,Paper,629.1,6,0.0,301.968,327.132
Home Office,Superior,Wisconsin,Office Supplies,Art,14.7,5,0.0,3.969,10.731
Home Office,Superior,Wisconsin,Office Supplies,Paper,45.36,7,0.0,21.7728,23.5872
Home Office,Superior,Wisconsin,Technology,Phones,125.99,1,0.0,35.2772,90.71279999999999
Corporate,Thousand Oaks,California,Office Supplies,Art,14.7,7,0.0,4.116,10.584
Corporate,Philadelphia,Pennsylvania,Technology,Phones,32.7,5,0.4,-6.54,39.24
Corporate,Philadelphia,Pennsylvania,Office Supplies,Envelopes,31.68,4,0.2,11.088,20.592
Consumer,Springfield,Virginia,Office Supplies,Art,181.86,7,0.0,50.9208,130.93920000000003
Corporate,Houston,Texas,Furniture,Chairs,155.372,2,0.3,-35.5136,190.8856
Consumer,Columbia,Tennessee,Office Supplies,Binders,13.428,3,0.7,-11.19,24.618000000000002
Consumer,Columbia,Tennessee,Office Supplies,Storage,67.136,4,0.2,-0.8392,67.9752
Consumer,Concord,North Carolina,Office Supplies,Paper,89.568,2,0.2,32.4684,57.099599999999995
Consumer,Concord,North Carolina,Furniture,Furnishings,315.776,8,0.2,31.5776,284.1984
Corporate,San Jose,California,Furniture,Bookcases,273.666,2,0.15,-12.8784,286.5444
Corporate,San Jose,California,Office Supplies,Appliances,17.48,4,0.0,4.5448,12.9352
Corporate,Greensboro,North Carolina,Office Supplies,Supplies,20.608,2,0.2,-4.3792,24.9872
Corporate,Greensboro,North Carolina,Office Supplies,Binders,4.095,3,0.7,-2.73,6.824999999999999
Home Office,Helena,Montana,Technology,Phones,339.96,5,0.2,42.495,297.465
Home Office,Helena,Montana,Furniture,Furnishings,63.98,7,0.0,21.7532,42.2268
Home Office,Fort Lauderdale,Florida,Technology,Accessories,799.92,10,0.2,239.976,559.944
Home Office,San Francisco,California,Technology,Phones,35.984,2,0.2,4.498,31.486
Home Office,San Francisco,California,Technology,Accessories,389.97,3,0.0,132.5898,257.38020000000006
Corporate,Yuma,Arizona,Technology,Accessories,185.528,7,0.2,48.7011,136.8269
Consumer,Columbia,Maryland,Office Supplies,Binders,2541.98,2,0.0,1270.99,1270.99
Home Office,Yuma,Arizona,Technology,Machines,599.985,5,0.7,-479.988,1079.973
Consumer,Chicago,Illinois,Office Supplies,Binders,3.036,3,0.8,-5.0094,8.0454
Consumer,Cleveland,Ohio,Office Supplies,Art,25.92,5,0.2,3.888,22.032000000000004
Consumer,Cleveland,Ohio,Furniture,Furnishings,66.112,2,0.2,-9.0904,75.2024
Consumer,San Francisco,California,Technology,Accessories,46.36,4,0.0,15.2988,31.0612
Corporate,Oklahoma City,Oklahoma,Technology,Accessories,6.9,1,0.0,0.552,6.348000000000001
Corporate,Oklahoma City,Oklahoma,Furniture,Furnishings,57.69,3,0.0,23.6529,34.037099999999995
Corporate,Houston,Texas,Technology,Machines,559.71,3,0.4,-121.2705,680.9805
Consumer,San Francisco,California,Office Supplies,Storage,305.01,9,0.0,76.2525,228.7575
Consumer,San Francisco,California,Office Supplies,Binders,50.784,2,0.2,17.7744,33.0096
Consumer,San Francisco,California,Office Supplies,Labels,26.01,9,0.0,12.2247,13.785300000000001
Consumer,Nashville,Tennessee,Technology,Machines,649.0,2,0.5,-272.58,921.5799999999999
Consumer,Los Angeles,California,Furniture,Furnishings,59.99,7,0.0,21.5964,38.393600000000006
Consumer,Bellevue,Washington,Furniture,Furnishings,20.24,1,0.0,7.8936,12.3464
Consumer,Houston,Texas,Office Supplies,Art,37.84,2,0.2,2.838,35.002
Consumer,Houston,Texas,Office Supplies,Fasteners,5.472,6,0.2,1.8468,3.6252000000000004
Corporate,Philadelphia,Pennsylvania,Office Supplies,Storage,77.24,5,0.2,7.724,69.51599999999999
Consumer,Des Plaines,Illinois,Furniture,Tables,292.1,4,0.5,-175.26,467.36
Consumer,Des Plaines,Illinois,Furniture,Furnishings,8.544,2,0.6,-7.476,16.02
Consumer,Des Plaines,Illinois,Furniture,Bookcases,424.116,6,0.3,-30.294,454.40999999999997
Consumer,Des Plaines,Illinois,Office Supplies,Binders,2.892,3,0.8,-4.9164,7.808400000000001
Consumer,Des Plaines,Illinois,Office Supplies,Storage,381.72,5,0.2,-66.801,448.521
Consumer,Boynton Beach,Florida,Furniture,Chairs,97.184,2,0.2,6.074,91.11
Consumer,Boynton Beach,Florida,Office Supplies,Paper,10.368,2,0.2,3.6288,6.7392
Consumer,Plano,Texas,Furniture,Tables,890.841,3,0.3,-152.7156,1043.5566
Consumer,San Jose,California,Technology,Accessories,72.0,4,0.0,12.96,59.04
Consumer,San Jose,California,Furniture,Chairs,113.888,2,0.2,9.9652,103.92280000000001
Consumer,San Jose,California,Office Supplies,Envelopes,158.13,3,0.0,77.4837,80.6463
Corporate,New York City,New York,Office Supplies,Fasteners,14.13,3,0.0,0.7065,13.4235
Consumer,Detroit,Michigan,Office Supplies,Binders,64.75,5,0.0,29.1375,35.6125
Consumer,Miami,Florida,Office Supplies,Binders,1.872,2,0.7,-1.3104,3.1824000000000003
Consumer,Miami,Florida,Office Supplies,Binders,11.214,2,0.7,-8.5974,19.8114
Consumer,Miami,Florida,Office Supplies,Art,37.376,8,0.2,7.4752,29.900799999999997
Home Office,Park Ridge,Illinois,Technology,Phones,286.4,1,0.2,25.06,261.34
Consumer,New York City,New York,Office Supplies,Art,43.92,3,0.0,12.7368,31.1832
Corporate,New York City,New York,Furniture,Tables,142.182,1,0.4,-37.9152,180.0972
Corporate,Hillsboro,Oregon,Office Supplies,Paper,19.608,3,0.2,6.6177,12.990300000000001
Corporate,Hillsboro,Oregon,Office Supplies,Binders,4.158,7,0.7,-3.465,7.623
Consumer,New York City,New York,Technology,Phones,979.95,5,0.0,264.5865,715.3635
Consumer,New York City,New York,Furniture,Furnishings,135.3,5,0.0,37.884,97.41600000000001
Corporate,Chicago,Illinois,Office Supplies,Paper,8.904,3,0.2,3.339,5.5649999999999995
Corporate,Chicago,Illinois,Technology,Accessories,100.8,2,0.2,21.42,79.38
Consumer,New York City,New York,Furniture,Furnishings,41.96,2,0.0,10.9096,31.050400000000003
Consumer,New York City,New York,Office Supplies,Labels,9.45,3,0.0,4.536,4.914
Consumer,Pasco,Washington,Office Supplies,Appliances,400.8,5,0.0,112.224,288.576
Consumer,Pasco,Washington,Office Supplies,Binders,28.792,1,0.2,10.0772,18.714800000000004
Home Office,Burbank,California,Furniture,Furnishings,111.0,2,0.0,14.43,96.57
Home Office,Burbank,California,Technology,Machines,1279.968,4,0.2,415.9896,863.9784000000001
Home Office,Burbank,California,Office Supplies,Storage,1856.19,7,0.0,334.1142,1522.0758
Corporate,Chicago,Illinois,Furniture,Furnishings,22.752,6,0.6,-8.532,31.284
Corporate,Lancaster,Pennsylvania,Technology,Phones,61.542,1,0.4,-13.3341,74.87610000000001
Corporate,Lancaster,Pennsylvania,Office Supplies,Binders,81.438,7,0.7,-65.1504,146.5884
Consumer,Tampa,Florida,Furniture,Furnishings,67.36,2,0.2,10.104,57.256
Consumer,Tampa,Florida,Furniture,Furnishings,54.528,3,0.2,14.3136,40.2144
Consumer,New York City,New York,Technology,Accessories,843.9,2,0.0,371.316,472.584
Consumer,New York City,New York,Furniture,Bookcases,449.568,2,0.2,56.196,393.37199999999996
Corporate,Los Angeles,California,Office Supplies,Storage,15.51,1,0.0,3.8775,11.6325
Corporate,New York City,New York,Furniture,Chairs,192.186,3,0.1,36.3018,155.88420000000002
Corporate,New York City,New York,Office Supplies,Art,5.76,2,0.0,1.6128,4.1472
Consumer,Atlanta,Georgia,Furniture,Chairs,67.88,2,0.0,18.3276,49.55239999999999
Consumer,Atlanta,Georgia,Office Supplies,Labels,162.89,13,0.0,76.5583,86.33169999999998
Consumer,Atlanta,Georgia,Furniture,Furnishings,25.71,3,0.0,9.2556,16.4544
Consumer,New York City,New York,Office Supplies,Storage,191.88,6,0.0,19.188,172.692
Corporate,Jacksonville,Florida,Furniture,Tables,721.875,6,0.45,-420.0,1141.875
Corporate,Jacksonville,Florida,Technology,Phones,73.568,4,0.2,-16.5528,90.1208
Corporate,Jacksonville,Florida,Office Supplies,Art,13.584,1,0.2,1.3584,12.2256
Corporate,Jacksonville,Florida,Furniture,Chairs,64.784,1,0.2,-12.147,76.93100000000001
Consumer,Houston,Texas,Office Supplies,Appliances,176.772,3,0.8,-459.6072,636.3792
Corporate,Milwaukee,Wisconsin,Office Supplies,Binders,38.82,6,0.0,19.41,19.41
Corporate,Milwaukee,Wisconsin,Office Supplies,Binders,21.9,5,0.0,10.512,11.387999999999998
Consumer,Modesto,California,Technology,Accessories,111.79,7,0.0,43.5981,68.1919
Home Office,Lakewood,Ohio,Technology,Phones,445.44,8,0.4,-81.664,527.104
Home Office,Philadelphia,Pennsylvania,Office Supplies,Labels,16.52,5,0.2,5.369,11.151
Home Office,San Francisco,California,Office Supplies,Paper,29.9,5,0.0,13.455,16.445
Corporate,Detroit,Michigan,Office Supplies,Binders,116.4,8,0.0,52.38,64.02000000000001
Home Office,Phoenix,Arizona,Office Supplies,Art,1.408,1,0.2,0.1584,1.2495999999999998
Home Office,Phoenix,Arizona,Furniture,Furnishings,169.568,2,0.2,0.0,169.568
Corporate,Philadelphia,Pennsylvania,Technology,Phones,251.964,6,0.4,-50.3928,302.3568
Corporate,Philadelphia,Pennsylvania,Furniture,Tables,523.764,3,0.4,-192.0468,715.8108
Consumer,Los Angeles,California,Office Supplies,Paper,19.44,3,0.0,9.3312,10.1088
Consumer,Los Angeles,California,Furniture,Chairs,194.352,3,0.2,-36.441,230.793
Consumer,Los Angeles,California,Office Supplies,Binders,36.624,3,0.2,13.734,22.89
Corporate,Philadelphia,Pennsylvania,Technology,Phones,340.182,3,0.4,-73.7061,413.8881
Corporate,Philadelphia,Pennsylvania,Office Supplies,Fasteners,12.672,8,0.2,2.6928,9.9792
Corporate,Philadelphia,Pennsylvania,Office Supplies,Binders,6.888,2,0.7,-5.0512,11.9392
Corporate,Philadelphia,Pennsylvania,Office Supplies,Storage,32.544,2,0.2,-7.7292,40.273199999999996
Corporate,Philadelphia,Pennsylvania,Furniture,Chairs,347.802,7,0.3,-24.843,372.64500000000004
Corporate,Miami,Florida,Office Supplies,Binders,15.57,3,0.7,-11.937,27.506999999999998
Consumer,Raleigh,North Carolina,Office Supplies,Labels,4.608,2,0.2,1.6704,2.9375999999999998
Corporate,Garden City,Kansas,Technology,Phones,257.98,2,0.0,74.8142,183.16580000000002
Consumer,Long Beach,California,Office Supplies,Storage,153.78,11,0.0,44.5962,109.18379999999999
Consumer,Long Beach,California,Office Supplies,Storage,61.02,3,0.0,0.6102,60.409800000000004
Consumer,Long Beach,California,Office Supplies,Supplies,110.11,7,0.0,31.9319,78.1781
Consumer,Long Beach,California,Office Supplies,Fasteners,7.89,1,0.0,3.5505,4.339499999999999
Corporate,San Diego,California,Office Supplies,Binders,36.024,3,0.2,11.7078,24.316200000000002
Corporate,Bloomington,Illinois,Office Supplies,Art,54.336,4,0.2,5.4336,48.9024
Corporate,Seattle,Washington,Office Supplies,Storage,92.52,6,0.0,24.9804,67.5396
Consumer,Fayetteville,North Carolina,Office Supplies,Art,10.272,3,0.2,1.1556,9.1164
Consumer,Omaha,Nebraska,Office Supplies,Storage,40.74,3,0.0,0.4074,40.3326
Consumer,Omaha,Nebraska,Office Supplies,Labels,14.4,5,0.0,7.056,7.344
Consumer,Omaha,Nebraska,Technology,Phones,149.95,5,0.0,41.986,107.964
Consumer,Omaha,Nebraska,Office Supplies,Supplies,16.9,2,0.0,5.07,11.829999999999998
Consumer,Omaha,Nebraska,Office Supplies,Paper,17.61,3,0.0,8.4528,9.1572
Consumer,Omaha,Nebraska,Office Supplies,Appliances,378.0,2,0.0,136.08,241.92
Consumer,Omaha,Nebraska,Office Supplies,Paper,17.64,3,0.0,8.6436,8.996400000000001
Consumer,Omaha,Nebraska,Office Supplies,Storage,373.08,6,0.0,100.7316,272.34839999999997
Consumer,Omaha,Nebraska,Furniture,Furnishings,1336.44,14,0.0,387.5676,948.8724
Consumer,Omaha,Nebraska,Technology,Phones,29.97,3,0.0,0.2997,29.670299999999997
Consumer,Chattanooga,Tennessee,Furniture,Chairs,390.368,2,0.2,48.796,341.572
Consumer,Chattanooga,Tennessee,Furniture,Furnishings,101.52,5,0.2,19.035,82.485
Consumer,Fairfield,Ohio,Office Supplies,Paper,74.352,3,0.2,23.235,51.117000000000004
Consumer,Los Angeles,California,Office Supplies,Paper,15.7,5,0.0,7.065,8.634999999999998
Consumer,Los Angeles,California,Office Supplies,Art,59.52,3,0.0,15.4752,44.0448
Consumer,Los Angeles,California,Office Supplies,Paper,34.4,5,0.0,15.824,18.576
Corporate,New York City,New York,Furniture,Tables,313.176,2,0.4,-120.0508,433.22679999999997
Corporate,New York City,New York,Furniture,Chairs,866.646,3,0.1,173.3292,693.3168
Corporate,Fairfield,Ohio,Office Supplies,Appliances,795.408,6,0.2,59.6556,735.7524
Consumer,Chicago,Illinois,Office Supplies,Paper,35.856,9,0.2,12.9978,22.858200000000004
Consumer,Chicago,Illinois,Technology,Accessories,23.84,4,0.2,3.278,20.562
Consumer,Seattle,Washington,Furniture,Furnishings,43.13,1,0.0,14.6642,28.4658
Consumer,Seattle,Washington,Office Supplies,Paper,30.87,7,0.0,14.2002,16.669800000000002
Consumer,New York City,New York,Office Supplies,Supplies,70.12,4,0.0,21.036,49.084
